communityname,state,population,householdsize,pctUrban,medIncome,pctWSocSec,pctWRetire,whitePerCap,blackPerCap,AsianPerCap,HispPerCap,PctPopUnderPov,PctNotHSGrad,PctUnemployed,TotalPctDiv,PersPerFam,PctWorkMom,NumImmig,PctImmigRecent,PctNotSpeakEnglWell,RentMedian,NumInShelters,NumStreet,PctForeignBorn,PctBornSameState,LandArea,PopDens,PctUsePubTrans,murders,robberies,assaults,burglaries,larcenies,autoTheft,arsons
GarfieldHeightscity,OH,31739,2.54,100,28694,36.78,24.39,13010,9620,11027,9436,5.89,28.3,5.9,9.25,3.06,70.71,1128,4.79,0.92,352,0,0,3.55,80.91,7.5,4237.5,6.27,5,45,51,182,488,183,9
Lindenwoldborough,NJ,18734,2.36,100,31793,18.01,9.9,14789,15560,11010,16451,7.82,21.47,6.25,14.09,3.05,70.94,842,25.3,0.86,477,0,0,4.49,51.71,4.1,4583.1,13,0,47,58,263,532,157,5
Roselleborough,NJ,20314,2.67,100,40431,29.84,17.65,18547,14909,18164,12254,5.31,22.6,7.62,10.66,3.28,72.83,2914,7.82,3.5,501,0,0,14.34,58.73,2.7,7422.5,9.49,0,47,39,154,355,109,9
Pleasantvillecity,NJ,16027,2.72,100,30037,27.08,15.09,13657,12319,9660,8907,12.03,33.85,8.58,14.65,3.29,73.54,1021,13.42,2.65,525,0,0,6.37,58.96,6,2663.9,14.26,3,91,191,325,553,58,12
Lompoccity,CA,37649,3.01,100,31702,20.36,17.83,14655,17088,10533,8647,15.07,21.56,7.34,14.78,3.28,64.36,5057,23.12,6.6,463,21,119,13.43,46.28,11.6,3233.3,0.41,1,48,133,402,1376,86,18
Gardenacity,CA,49847,2.75,100,33063,21.51,12.46,14848,14587,16252,9166,9.78,26.64,5.88,12.99,3.26,67.59,14567,16.46,10.36,592,0,0,29.22,41.82,5.5,9109.5,3.69,7,639,437,787,1201,957,17
SanRamoncity,CA,35303,2.75,100,63607,9.64,9.53,25806,25648,18770,21065,1.75,4.62,2.77,10.55,3.18,70,3550,11.69,1.53,861,0,0,10.06,49.99,11.8,2992.8,1.9,0,11,18,173,786,70,6
Orangecity,TX,19381,2.62,0,22664,33.27,19.75,13682,6364,5771,8800,22.73,28.99,8.22,13.59,3.11,58.77,287,18.12,1.17,261,12,0,1.48,64.58,22.2,873,0,2,94,124,428,1675,109,9
Palmdalecity,CA,68842,3.14,99.51,41974,12.53,11.24,15525,14912,13806,9841,8.87,20.16,6.92,11.31,3.46,60.27,9209,18.82,4.34,524,0,0,13.36,55.92,80.4,856.1,0.89,8,250,929,1020,1871,746,57
Bellcity,CA,34365,3.81,100,22515,19.17,9.15,7949,8209,8103,6376,26.13,66.39,12.37,10.19,4.18,47.08,19600,18.12,36.78,514,190,0,57.03,33.52,2.7,12958.1,9.79,8,166,131,235,283,282,3
Bridgetoncity,NJ,18942,2.82,0,21897,32.79,17.84,12820,7590,19072,5221,25.11,41.46,9.96,13.78,3.3,65.99,627,6.06,1.53,342,17,0,3.31,68.86,6.4,2937.8,3.8,8,135,269,478,987,52,15
LowerSalfordtownship,PA,10735,2.89,72.27,45262,18.95,10.05,17538,7033,24369,12351,3.81,17.77,1.97,6.85,3.28,68.22,219,3.65,0.62,510,0,0,2.03,81.88,15,717.3,1.04,0,0,22,20,103,6,1
Oceansidecity,CA,128398,2.75,100,33453,27.99,23.1,16294,10091,10415,7651,10.07,18.79,6.82,11.8,3.12,66.18,20095,18.42,6.2,599,46,792,15.65,36.37,42.1,3047.5,4.03,18,446,969,2007,3527,1974,66
Tracycity,CA,33558,2.99,0,40256,18.51,12.86,14564,12244,15438,9750,7.39,22.94,7.28,11.77,3.39,64.98,3339,9.61,3.49,527,11,0,9.95,60.77,9.9,3378.8,0.5,0,27,279,362,1433,195,11
Eulesscity,TX,38149,2.47,100,34950,8.41,7.93,17287,14518,9235,13133,5.4,13.79,4.14,15.38,3.07,73.17,2955,14.01,2.24,402,0,0,7.75,49.64,16.6,2295.9,0.2,3,31,63,383,1204,153,17
SanDiegocity,CA,1110549,2.73,99.95,33686,20.08,16.22,19807,10375,10628,8242,13.38,17.74,5.72,12.8,3.23,62.71,232138,17.52,6.53,560,2846,2101,20.9,35.27,335.7,3308.5,4.41,133,4651,8283,14583,37862,19319,245
Logantownship,PA,12381,2.77,68.13,25500,33.48,17.01,11748,1428,1000,5028,7.47,22.95,6.24,8.07,3.04,65.25,164,0,0.22,276,0,0,1.32,90.53,48.3,256.2,0.23,0,4,12,42,255,7,1
SanAntoniocity,TX,935933,2.86,100,23584,23,16.21,12322,8730,11075,7032,22.64,30.87,8.92,14.01,3.41,63.45,87549,8.9,7.13,308,698,44,9.35,69.25,345,2712.7,5,220,2979,2973,17866,61284,11796,958
GrandHavencity,MI,11951,2.5,0,28989,32.47,19.27,15002,0,12923,31138,9.61,19.81,5.59,10.95,2.98,69.83,283,4.59,0.23,369,0,0,2.37,78.44,6,1995.8,0.73,0,1,26,83,665,13,2
SantaRosacity,CA,113313,2.48,100,35237,29.4,19.16,18093,10105,11468,9749,8.3,14.3,4.62,14.42,2.98,70.3,11095,15.21,2.74,579,219,33,9.79,57.69,34.9,3245.3,2.34,7,197,326,1545,5011,508,58
Placentiacity,CA,41259,3.09,100,50945,14.19,12.71,21210,14383,15495,9719,7.74,18.32,4.31,10,3.4,69.58,7897,19.62,9.4,735,10,0,19.14,45.61,6.8,6042.6,1.35,3,44,93,309,773,248,35
DeWitttownship,MI,10448,2.59,40.12,35828,23.05,21.49,15363,11137,0,9363,6.52,15.44,4.53,11.46,2.99,75.31,132,0,0.21,375,0,0,1.26,83.62,34.5,303.2,0,0,6,9,49,210,8,2
LaMarquecity,TX,14120,2.67,100,27914,30.71,18.21,14221,8861,21439,9965,15.47,27.01,9.79,13.7,3.11,71.2,404,11.14,1.05,310,0,0,2.86,74.01,14.8,956.1,0,4,16,24,191,455,65,1
Texarkanacity,TX,31656,2.54,100,21745,31.23,17.96,15035,6533,8144,5868,21.82,29.84,8.24,14.39,3.07,68.66,253,15.81,0.44,275,3,4,0.8,58.07,21.8,1451.3,0.11,4,102,345,601,1970,174,20
BuenaParkcity,CA,68784,3.1,100,41435,19.01,14.03,16456,14122,13303,10756,8.03,23.34,5.7,12.08,3.41,65.82,15582,16.2,7.6,675,6,8,22.65,46.97,11,6257.6,1.64,7,203,188,994,2100,949,14
EaglePasscity,TX,20651,3.52,0,13060,31.17,10.06,6651,27012,27199,5060,46.12,58.71,19.01,8.4,3.96,52.63,7528,10.49,29.78,178,1,10,36.45,53.29,4.9,4190.5,1.25,2,15,163,371,1943,107,6
Uniontownship,NJ,50024,2.65,100,42665,38.62,21.42,18858,14515,18142,16043,3.89,25.17,4.56,6.78,3.06,69.45,7392,5.64,2.71,549,15,0,14.78,68.69,9.4,5298.9,5.66,1,140,61,408,1515,782,9
Westlandcity,MI,84724,2.56,100,34995,23.59,16.72,15143,14581,13121,15090,7.11,24.31,6.26,12.67,3.11,64.99,3711,6.52,0.5,457,0,0,4.38,75.32,21.2,3996.4,0.47,4,96,343,666,2692,494,48
PortNechescity,TX,12974,2.63,100,36171,26.01,14.35,15130,15500,18004,12275,7.5,15.38,5.84,9.69,3.06,65.64,236,0,0.56,282,0,0,1.82,72.52,9.4,1373.8,0.35,1,5,39,112,348,41,4
SouthWhitehalltownship,PA,18261,2.8,84.98,43968,30.98,18.09,20503,15781,17868,17050,1.79,20.14,2.65,6.21,3.02,69.44,1064,5.17,0.84,447,0,0,5.83,73.29,17.8,1027.8,1.09,0,8,11,81,720,28,4
Duartecity,CA,20688,3.17,100,37695,21.44,11.03,15289,13094,16157,8954,7.82,26.61,6.41,11.41,3.6,64.61,5722,15.62,8.54,604,0,0,27.66,47.03,7.5,2768.7,3.15,1,42,128,195,324,187,2
Canyoncity,TX,11365,2.72,0,23184,21.85,13.82,11485,3254,4142,5942,17.28,14.6,5.8,9.04,3.05,79.12,336,37.5,1.17,269,0,0,2.96,68.39,5.1,2214.5,0,0,0,6,37,186,7,1
Livingstontownship,NJ,26609,3.03,100,74401,25.03,16.15,35558,14240,22885,21555,1.36,9.13,2.55,3.87,3.23,66.83,4102,9.17,2.72,1001,0,0,15.42,56.01,14.4,1850.4,6.69,0,4,19,73,706,154,1
Warringtontownship,PA,12169,2.89,86.31,47284,16.8,10.23,17620,22762,14222,14653,2.23,10.18,3.88,8.36,3.27,69.17,505,5.54,0.23,565,0,0,4.15,74.34,14.3,852.9,2.15,0,1,6,58,177,21,5
Cupertinocity,CA,40263,2.62,100,64587,14.58,11.92,31044,20034,23987,19559,3.16,5.48,2.75,10.85,3.03,67.38,8917,20.07,3.22,934,0,0,22.15,40.02,10.7,3771.4,1.7,1,43,100,421,1148,97,16
Turlockcity,CA,42198,2.87,0,27293,24.57,12.56,12746,9549,10614,7405,13.23,30.39,8.77,11.47,3.28,63,7940,13.99,8.24,406,81,0,18.82,57.63,9.9,4248.7,0.47,2,68,301,833,2165,505,53
Passaiccity,NJ,58041,3.1,100,26669,25.26,11.08,13900,9075,12507,7786,17.02,44.38,10.94,11.46,3.6,71.62,20997,25.73,21.03,443,12,11,36.18,38.42,3.2,18056.6,12.48,3,382,204,583,1864,673,5
Concordcity,CA,111348,2.65,100,41675,18.34,15.16,18356,14825,14431,12310,6.69,11.93,4.58,13.55,3.1,71.37,15735,19.38,3.08,618,47,6,14.13,50.29,30.5,3646.5,10.08,5,210,342,1604,4845,878,30
Cumrutownship,PA,13142,2.42,75.55,37161,27.96,15.39,19140,12510,19965,23499,3.52,22.09,2.32,9.97,2.89,75.53,521,8.06,0.51,473,0,0,3.96,78.76,21.4,614.6,1.16,0,8,53,63,443,24,0
Birminghamcity,MI,19997,2.19,100,57573,22.37,14.54,37209,19799,28210,17552,2.3,4.2,3.02,11.05,2.82,61.41,1129,15.77,0.34,695,0,0,5.65,62.1,5,4038.2,0.39,0,11,12,70,546,55,0
WestHempfieldtownship,PA,12942,2.87,86.68,38527,20.23,14.87,15192,8103,10217,6342,7.54,21.33,2.54,8.04,3.15,67.98,267,8.24,0.38,353,0,0,2.08,80.73,19.6,661.1,0.32,1,1,15,30,180,10,0
TwentyninePalms-MorongoValle,CA,58362,2.77,0,21603,35.14,21.35,11393,8365,8834,7793,15.23,24.21,7.16,12.16,2.98,52.06,2863,11.46,0.92,370,0,6,4.91,38.92,3569.8,16.3,0.4,1,28,87,325,358,55,8
HazelParkcity,MI,20051,2.75,100,26615,28.08,18.56,11121,9507,4756,9588,14.22,40.48,11.35,14.45,3.25,58.64,853,0,0.73,377,0,0,4.25,73.92,2.9,6866.8,0.68,2,57,267,198,813,180,17
Westwoodborough,NJ,10446,2.55,100,46866,31.84,17.38,21458,15968,16777,16689,2.34,17.02,3.65,8.15,3.12,63.85,1221,7.62,1.61,721,0,0,11.69,48.73,2.4,4347.4,10.27,0,3,3,38,171,4,0
Walltownship,NJ,20244,2.75,78.96,46301,28.23,19.23,21115,4268,28090,19196,2.09,15.89,4.45,8.01,3.2,62.72,697,5.88,0.15,650,0,0,3.44,75.72,31.7,638.3,2.08,0,7,10,107,326,11,2
Rocklincity,CA,19033,2.69,100,40417,19.56,15.66,18036,20535,13909,11431,5.61,10.74,4.44,11.7,3.07,67.94,870,4.94,0.65,565,0,0,4.57,59.63,13.1,1456.9,1.17,1,8,29,177,468,70,3
Mentorcity,OH,47358,2.83,100,42095,22.89,17.74,16705,23833,18323,10117,2.87,14.04,3.86,8.25,3.21,70.42,1298,5.93,0.44,470,0,0,2.74,74.38,27.7,1707.4,0.4,0,15,19,178,1126,118,5
Millvillecity,NJ,25992,2.7,100,31266,30.87,19.99,14677,8313,6394,7017,11.53,30.16,6.41,12.19,3.16,68.74,863,8,1.51,403,45,0,3.32,70.48,43.9,592.4,1.56,2,69,155,414,907,77,17
Hollistontown,MA,12926,3.02,87.34,58018,15.92,10.58,21369,22608,7587,5910,0.64,6.28,5.24,5.98,3.31,77.27,522,4.79,0.09,613,0,0,4.04,68.37,19.4,666.9,2.5,0,0,8,23,83,4,0
Hampdentownship,PA,20384,2.71,90.84,44250,20.6,19,20482,8776,20587,11918,2.06,9.55,2.13,7.68,3.09,67.35,729,13.58,0.37,456,0,0,3.58,69.22,18.4,1107.2,0.34,0,3,32,57,400,18,1
Somervilleborough,NJ,11632,2.56,100,39667,29.41,19.52,19148,12216,13320,10481,5.73,21.7,5.46,10.43,3.05,76.75,1331,28.4,3.74,616,23,39,11.44,56.92,2.4,4755.5,3.16,0,13,9,75,467,26,3
Edisontownship,NJ,88680,2.79,100,50075,19.63,13.73,22245,15284,16107,17117,3.46,15.51,4.46,7.29,3.17,66.79,15782,15.74,2.6,642,110,0,17.8,54.31,31.3,2836.3,10.02,2,83,48,668,2162,390,13
Paramusborough,NJ,25067,3.22,100,58995,29.97,18.52,22487,12219,20770,19034,3.04,14.6,3.68,4.56,3.31,53.26,4609,12.95,2.75,958,19,0,18.36,44.33,10.9,2308.3,5.73,0,24,76,241,2494,691,18
Sudburytown,MA,14358,3.02,90.35,79092,15.34,12.45,33667,25710,31183,11994,1.53,4.03,2.65,5.93,3.26,66.93,1009,7.73,0.39,602,0,0,7.03,56.07,25.2,568.7,2.12,0,1,36,49,161,8,0
SuisunCitycity,CA,22686,3.39,100,40865,12.1,15.24,14067,12461,8836,8845,9.37,17.9,7.31,10.59,3.65,65.14,3789,16.07,5.25,521,0,0,16.7,48.13,3.7,6151.3,1.95,1,35,55,288,503,100,17
Carlisleborough,PA,18419,2.54,0,26151,29.47,19.82,14268,7146,10811,5670,9.85,24.39,3.54,10.01,2.87,78.96,625,12.64,0.4,333,62,0,3.39,67.78,5.6,3278.3,0.5,3,36,22,86,518,29,7
Bensalemtownship,PA,56788,2.71,100,38488,20.2,12.88,16405,11986,14112,9789,5.32,20.07,4.97,10.25,3.22,65.53,3619,12.27,1.4,538,0,0,6.37,74.45,20.7,2745.7,4.26,3,93,99,416,1656,559,25
Haywardcity,CA,111498,2.78,99.93,36058,22.46,16.64,16435,14744,13549,10969,9.67,23.75,6.11,13.33,3.25,67.09,23580,18.47,6.2,629,144,17,21.15,50.95,45,2476.9,8,8,399,839,1737,4493,977,55
SouthPlainfieldborough,NJ,20489,3.06,100,51198,25.67,16.85,18320,18140,13554,15750,2.79,19.05,4.53,6.04,3.31,69.89,2186,7.64,1.44,680,0,0,10.67,67.15,8.7,2365.9,2.88,1,28,20,121,825,71,5
Nanticokecity,PA,12267,2.35,100,18974,46.39,28.37,10874,2753,4703,14714,12.18,38.75,7.49,7.98,2.97,62.32,176,0,1.17,209,0,0,1.43,90.41,3.6,3376.7,2.83,0,6,12,46,207,9,2
SouthRiverborough,NJ,13692,2.69,100,37998,35.93,23.69,16666,9170,11422,10125,6.76,35.42,5.74,6.87,3.14,59.99,2560,19.1,7.98,578,4,0,18.7,63.72,2.9,4687.1,3.4,0,4,31,77,144,22,0
Marlborotownship,NJ,27974,3.43,84.18,70039,18.76,11.71,26055,10379,24527,13434,2.77,9.5,3.89,4.05,3.45,59.75,2608,11.43,1.3,823,98,0,9.32,37.48,31.7,882.6,13.08,0,4,42,93,374,19,4
SantaPaulacity,CA,25062,3.27,0,31605,28.66,18.36,14167,12319,10963,8229,12.15,39.95,7.66,9.89,3.6,68.56,6205,16.16,13.11,552,0,0,24.76,52.53,4.8,5260.7,0.63,2,62,149,517,745,103,5
Walthamcity,MA,57878,2.79,100,38514,24.46,15.31,17271,11180,13502,10432,6.51,21.02,6.05,7.99,3.08,72.67,8758,16.85,3.12,633,74,3,15.13,63.39,13.2,4399.8,5.88,0,24,217,450,1118,176,0
Monroviacity,CA,35761,2.7,100,35684,23.06,11.53,17770,11696,14352,8575,12.37,22.7,6.2,14.69,3.23,63.9,7066,24.12,8.48,590,0,0,19.76,49.88,13.8,2582.4,3.44,1,102,246,430,1105,346,2
Beaumontcity,TX,114323,2.64,100,24495,29.05,13.81,17143,7018,14620,8980,21.15,24.84,7.84,14.35,3.16,68.15,3698,21.34,1.2,275,124,51,3.23,70.49,82.9,1378.4,1.4,23,683,560,2610,6939,1562,59
TintonFallsborough,NJ,12361,2.8,100,51988,15.47,13.87,22618,13530,15864,16261,1.49,10.4,3.47,8.01,3.15,65.51,867,7.96,0.97,742,0,0,7.01,50.32,16.2,764.2,3.02,3,5,19,98,296,18,1
Palestinecity,TX,18042,2.73,0,21427,31.71,11.91,12008,5764,13848,4963,21.86,28.73,6.87,12.22,3.2,71.99,638,16.46,1.65,287,1,0,3.54,81.01,17.9,1005.5,0.14,1,34,167,246,833,61,5
Dixoncity,CA,10401,3.06,0,36710,17.31,14.21,14900,6778,19091,9118,6.65,23.11,8.25,10.17,3.35,69.11,1396,7.95,7.33,484,0,0,13.42,56.81,3.9,2642.5,0.15,1,14,28,93,463,50,9
Marysvillecity,CA,12324,2.57,100,21529,29.99,19.41,12940,7801,7442,8295,16.38,23.91,11.6,17.87,3.06,57.84,900,16,3.22,315,240,20,7.3,55.92,3.6,3393.2,0.22,2,33,120,160,685,118,8
Wadsworthcity,OH,15718,2.6,100,32141,30.18,19.41,14611,14001,16854,7132,7.76,20.44,5.68,9.16,3.05,62.23,332,4.22,0.23,312,0,0,2.11,74.35,8.7,1805.8,0.27,0,4,5,40,232,16,6
ManhattanBeachcity,CA,32063,2.29,100,67723,14.75,12.2,39357,22951,37456,27415,3.78,4.05,2.36,11.96,2.83,68.78,2598,13.47,0.78,1001,0,1,8.1,46.8,4.1,7874,0.88,1,71,37,559,874,286,5
Muskegontownship,MI,15302,2.75,82.38,25058,32.33,21.79,10294,12631,21818,6571,12.29,27.43,9.63,10.88,3.14,68.46,91,0,0.3,260,0,0,0.59,86.14,24.7,620.3,0.45,2,8,101,157,696,18,1
Freeholdtownship,NJ,24710,3.01,84.29,58756,19.25,15.08,22557,11076,20345,19330,1.59,14.19,3.28,6.64,3.26,64.57,2198,8.78,0.95,691,9,0,8.9,46.37,39.9,619,8.96,0,10,11,49,664,65,0
Clawsoncity,MI,13874,2.5,100,36532,27.59,17.92,15971,10721,9110,16216,3.73,17.33,4.14,10.77,3.07,68.41,698,2.58,0.58,453,0,0,5.03,76.97,2.3,6085.1,0.53,0,8,25,56,304,17,4
Fremontcity,CA,173339,2.88,100,51231,13.46,12.15,21066,16182,19293,14640,4.25,13.4,4.19,10.71,3.24,70.33,34764,14.43,3.75,732,68,12,20.06,50.11,79.8,2172.1,4.68,4,135,714,1584,3945,824,50
MountPleasantcity,MI,23285,3.5,0,19185,18.97,12.32,9133,5867,11857,7039,38.74,15.29,8.22,5.65,2.97,65,598,27.42,0.46,352,11,0,2.57,79.04,7.5,3108,1.01,0,3,37,140,830,33,6
Fairviewborough,NJ,10733,2.51,100,32846,32.13,11.85,15318,10337,14882,12145,8.72,38.64,7.65,7.63,3.13,64.52,3072,20.41,7.97,613,0,0,28.62,51.84,0.9,12274.7,23.57,0,17,16,68,175,50,2
SouthBrunswicktownship,NJ,25792,2.74,85.61,54305,14.24,10.35,22559,20205,17351,16986,2.94,10.22,3.5,8.25,3.18,66.87,2966,11.73,1.68,727,0,0,11.5,49.64,42.4,607.7,6.38,1,9,26,131,474,66,3
Trentoncity,NJ,88675,2.88,100,25719,30.57,15.1,14113,8870,11567,7631,18.05,41.82,10.86,14.92,3.41,71.82,6695,16.42,4.8,387,367,8,7.55,63.07,7.9,11185.6,10.27,11,717,916,1710,2608,1852,17
PalmSpringscity,CA,40181,2.16,99.82,27538,38.5,16.07,21757,9890,14120,8330,12.6,22.92,5.41,16.1,2.77,64.84,8101,16.75,5.08,498,38,2,20.16,30.24,79.3,506.7,3.07,7,155,324,1189,1875,505,82
Mantecacity,CA,40773,3.03,0,35083,21.92,15.32,12961,11933,11521,9866,9.88,25.12,6.97,12.82,3.36,61.59,2880,10.42,2.48,473,8,0,7.06,61.94,9.1,4462.9,0,1,59,199,501,2002,469,13
Westporttown,MA,13852,2.8,38.69,37092,31.71,16.37,15545,0,0,4521,4.32,31.08,7.45,7.69,3.2,79.27,756,0,2.28,460,0,0,5.46,81.22,51.9,267.1,0.55,0,1,28,79,128,34,1
Montclaircity,CA,28434,3.33,100,33084,21.6,13.41,13287,11138,9119,8166,16.75,31.87,7.57,12.77,3.64,62.1,5889,22.52,10.37,545,25,20,20.71,50.27,5.2,5434.6,1.8,9,180,169,555,1873,705,5
Vandaliacity,OH,13882,2.43,100,34835,21.6,16.17,15684,15506,8378,15807,3.98,19.58,4.39,12.37,2.92,77.44,194,0,0.25,336,0,0,1.4,73.33,11.3,1230,1.32,0,4,6,70,340,29,4
Fillmorecity,CA,11992,3.53,0,33482,27.62,14.62,11410,0,11174,7883,13.23,43.22,6.59,8.53,3.82,68.08,2985,14.2,18.56,561,0,0,24.87,54.69,2.7,4383,0.37,1,5,74,124,182,32,6
WestSpringfieldtown,MA,27537,2.4,100,32194,28.97,20.77,16056,13958,13507,9914,8.34,21.38,5.2,11.87,2.98,68.45,1512,12.57,1.32,458,8,0,5.49,75.33,17.4,1586.6,2.01,1,23,131,404,1223,413,15
Antiochcity,CA,62195,2.91,100,40936,17.7,14.95,15645,12255,14270,10867,9.12,17.42,6.63,13.12,3.25,66.64,4814,11.3,2.29,565,48,26,7.74,61.11,20.3,3065.6,2.14,7,157,344,865,2058,390,81
Hopewelltownship,NJ,11590,2.95,19.48,65522,26.04,19.27,30107,10170,16735,48684,1.81,11.44,2.15,5.73,3.12,67.26,646,5.42,0.71,594,0,0,5.57,58.14,60.2,192.4,2.98,0,9,34,183,597,49,15
Miamisburgcity,OH,17834,2.69,100,32436,25.6,19.25,13788,6378,6431,11176,7.73,23.03,4.12,10.54,3.07,66.85,175,0,0.23,328,0,0,0.98,71.96,9.8,1816.4,1.2,0,9,19,182,785,112,6
Rahwaycity,NJ,25325,2.63,100,40776,31.55,19.74,18416,14004,16683,12681,6.42,22.83,5.36,9.58,3.14,68.31,2694,15.33,2.29,558,0,3,10.64,66,4.1,6127.2,7.62,0,61,39,271,555,173,4
RedBankborough,NJ,10636,2.27,100,36879,36.8,22.82,22611,10713,11397,12526,9.71,23.97,6.12,13.32,3.01,67.49,917,16.36,1.44,581,0,6,8.62,59.04,1.9,5733.1,8.71,0,17,24,93,548,42,3
Morristownship,NJ,19952,2.81,93.79,74124,22.47,15.42,36122,22320,21613,21974,3,9.03,2.75,6.55,3.05,61.59,2124,16.05,1.16,809,49,0,10.65,46.84,16.3,1220.4,6.12,1,1,15,58,217,21,1
SanMateocity,CA,85486,2.41,100,42894,26.68,16.27,24613,15951,16970,11933,6.16,14.73,4.25,12.55,2.98,73.35,20506,16.78,6.8,738,297,136,23.99,45.57,12.6,6758.9,6.79,3,119,245,560,2136,409,14
Bedfordtownship,MI,23748,2.95,74.45,40982,23.92,17.07,15502,0,4857,8179,4.24,18.49,5.93,7.93,3.28,67.02,292,4.79,0.39,352,0,0,1.23,19.68,40.5,586.4,0.57,0,9,16,85,92,11,4
Leominstercity,MA,38145,2.57,100,35974,26.19,15.81,16248,15350,15015,8579,7.18,24.83,7.11,9.96,3.06,73.2,2910,10.72,3.48,462,13,0,7.63,70.06,29.9,1275.1,0.74,4,25,115,458,1082,145,3
GlenRockborough,NJ,10883,2.83,100,65976,30.53,19.48,28122,22465,23175,23889,1.54,6.02,2.24,4.9,3.13,62.72,1035,9.08,1.02,930,0,0,9.51,43.35,2.8,3858.7,13.55,0,3,6,43,117,12,0
Watertowntown,MA,33284,2.35,100,43490,27.31,17.3,20518,19823,16535,16690,5.64,16.24,4.59,7.28,2.92,72.55,5562,10.5,3.75,722,0,0,16.71,58.53,4.3,7816.8,16.45,2,15,215,183,1112,138,0
Freeholdborough,NJ,10742,2.8,100,40327,29.25,16.74,16997,10918,20640,8721,8.11,26.45,6.58,10.84,3.29,66.4,787,24.9,3.9,589,0,0,7.33,61.96,2.1,5191.4,5.05,0,25,41,86,417,23,1
Daviscity,CA,46209,2.58,100,29044,10.9,10.77,16706,10026,9853,9239,25.47,5.02,5.43,8.14,2.92,70.34,6434,23,1.23,547,0,0,13.92,51.48,8.7,5282.2,3.34,1,22,30,339,2415,193,19
Lynwoodcity,CA,61945,4.38,100,25961,16.16,10.92,7543,10006,7439,6049,21.84,59.08,12.46,9.89,4.53,50.31,27216,18.18,25.73,502,57,0,43.94,40.2,5,12310.2,6.21,22,676,1195,771,887,1028,59
Berkeleycity,CA,102724,2.36,100,29737,18.52,12.99,23045,11134,12829,10281,17.54,9.68,5.62,12.65,2.84,70.54,17278,19.01,2.6,392,496,269,16.82,42.16,10.8,9483.4,16.28,8,815,773,2383,7915,1161,64
Burlingtontownship,NJ,12454,2.8,90.14,39618,23.03,19.03,16683,14588,8158,9167,4.95,22.02,4.56,11.02,3.12,74.92,675,12.44,1.17,475,53,0,5.42,56.86,14,892.5,3.49,0,10,43,134,431,58,8
Perkinstownship,OH,10793,2.9,0,38725,31.21,20.01,16325,10613,27232,9839,4.97,22.79,3.91,8.94,3.09,69.75,223,2.69,0.41,304,0,0,2.07,74.38,26.8,402.5,0.26,1,14,11,52,341,8,0
Ontariocity,CA,133179,3.31,100,35788,16.68,11.11,13639,12283,11774,8056,13.56,31.47,7.32,12.05,3.66,62.38,30327,18.05,11.91,562,145,37,22.77,51.82,38.1,3498.5,0.91,19,642,846,2469,4827,1915,64
Garfieldcity,NJ,26727,2.44,100,31649,33.91,15.93,15209,11148,13234,10973,7.41,39.87,6.34,9.37,3.03,65.24,6505,16.23,7.9,544,0,0,24.34,60.24,2.2,12109,4.68,2,19,53,134,471,143,7
Pampacity,TX,19959,2.51,0,24472,34.33,14.97,13953,4456,11871,5698,14.29,29.41,5.71,10.23,3,61.29,703,17.92,2.11,249,0,0,3.52,65.48,9,2207.9,0.07,2,16,46,209,547,23,1
Maldencity,MA,53884,2.46,100,34344,29.64,16.26,16225,13687,11503,12752,7.55,22.12,7.65,9.14,3.11,67.69,7316,19.41,3.04,575,128,4,13.58,74.16,5.3,10219.2,24.37,2,76,372,453,822,393,0
Deptfordtownship,NJ,24137,2.82,95.86,38250,26.78,19.34,14855,13583,14450,14531,5.22,26.5,5.09,9.68,3.24,62.63,573,6.46,0.52,438,0,0,2.37,50.98,18.1,1332.2,3.28,2,41,54,261,1011,149,6
Manchestertownship,NJ,35976,1.94,87.73,22649,76.39,45.31,14949,13873,10858,12004,4.63,34.37,6.7,4.62,2.51,65.22,3677,2.2,0.76,587,0,0,10.22,50.18,85.6,420.4,1.29,2,1,25,60,239,11,16
SterlingHeightscity,MI,117810,2.89,100,46470,21.24,15.39,17166,25077,14017,16382,3.55,19.34,5.05,7.22,3.34,66.15,11649,4.4,1.66,478,30,0,9.89,77.36,38,3103.2,0.45,0,43,312,511,3464,314,32
AllenParkcity,MI,31092,2.58,100,39925,38.5,28.74,17076,6832,18061,13906,3.26,21.26,5.48,8.05,3.02,67.75,1896,1.27,0.74,447,0,1,6.1,76.25,7.3,4282.6,0.88,0,20,41,131,723,182,5
Hamptontownship,PA,15568,2.9,100,45538,22.97,16.49,19956,24466,16756,17849,2.54,13,3.23,5.64,3.2,59.96,247,0,0.37,426,0,0,1.59,80.75,16.6,937.4,3.39,0,1,16,25,162,11,0
Hazletoncity,PA,24730,2.34,0,20927,44.3,21.07,11359,14762,41141,8886,13.48,28.34,6.05,8.93,2.97,56.71,619,10.34,0.6,242,0,0,2.5,88.85,6.2,3994.6,1.43,0,7,16,222,342,24,2
Bayonnecity,NJ,61444,2.43,100,31954,36.13,21.85,16794,8081,13309,11447,8.79,29.95,5.88,8.96,3.06,64.52,7391,10.89,3.7,413,0,5,12.03,71.88,5.8,10545.1,17.23,0,105,194,335,1157,249,5
