gemeinde,staat,bevoelkerung,bevoelkerung_dichte,haushalt_groesse,median_einkommen,prozent_pension,prozent_armut,prozent_arbeitslos,prozent_metro,verbrechen,haeufigkeit
ElSegundocity,CA,15223,2648.4,2.25,46352,12.82,4.25,3.32,0.72,burglaries,230
Nacogdochescity,TX,30872,1194.9,2.73,15917,11.25,31.53,7.18,0.21,burglaries,300
Dentoncity,TX,66270,1215.2,2.58,23156,10.78,20.65,6.07,0.14,burglaries,676
Odessacity,TX,89699,2448.1,2.73,24346,10.55,19.36,7.55,0.02,burglaries,1969
Taylorcity,TX,11472,1029.1,2.77,21160,12.76,21.88,7.44,0.65,burglaries,134
Orangecity,CA,110658,4577.2,3.01,46539,13.65,7.99,4.57,2.59,burglaries,1444
Portsmouthcity,OH,22676,2032.3,2.35,15732,19.27,27.97,11.52,0,burglaries,560
Campbellcity,CA,36048,6202.3,2.36,42489,10.96,5.76,3.42,2.38,burglaries,320
Woodburycity,NJ,10904,5058.5,2.62,28993,19.72,12.38,8.18,4.06,burglaries,126
Montereycity,CA,31954,3667.8,2.52,34727,14.4,6.58,2.23,2.65,burglaries,363
Norwoodcity,OH,23674,7380.6,2.44,22191,18.86,13.19,6.82,4.33,burglaries,217
Medfordcity,MA,57407,6809.5,2.63,38859,18.38,6.93,5.8,16.88,burglaries,336
Bexleycity,OH,13088,5142.2,2.75,48125,14.08,5.26,2.61,2.83,burglaries,104
Maderacity,CA,29281,2741.7,3.2,21401,14.84,26.93,17,0,burglaries,488
Nortontown,MA,14265,479.7,3.07,43861,12.88,5.5,5.01,2.89,burglaries,78
RanchoCucamongacity,CA,101409,2589.1,3.01,46193,10.58,5.47,4.87,0.51,burglaries,1262
Adriancity,MI,22097,3089.6,2.95,24788,15.49,20.65,8.37,0.49,burglaries,126
Dearborncity,MI,89286,3536.9,2.52,34909,23.74,10.78,6.24,1.59,burglaries,621
OilCitycity,PA,11949,2553.6,2.45,20411,22.39,18.26,7.84,0.54,burglaries,77
Frasercity,MI,13899,3202.5,2.68,36644,15.52,5.38,5.67,0.58,burglaries,75
Tallmadgecity,OH,14870,1063.3,2.67,36979,23,5.37,5.36,0.78,burglaries,104
Springtownship,PA,18899,1000.4,2.63,41491,21.31,2.61,2.61,0.83,burglaries,29
Kellercity,TX,13683,721.2,3.05,55050,9.23,2.55,2.9,0.09,burglaries,39
DalyCitycity,CA,92311,11859.1,3.18,41533,15.37,7.18,5.43,19.13,burglaries,361
Fitchburgcity,MA,41194,1432.3,2.68,27101,17.91,14,9.19,1.65,burglaries,685
Selmacity,CA,14757,3760.7,3.24,21198,14.13,24.12,17.23,0,burglaries,181
NorthAndovertown,MA,22792,824.9,2.89,51692,15.81,2.84,4.45,2.06,burglaries,84
LaVernecity,CA,30897,3827.7,2.88,46587,16.71,4.42,3.94,1.75,burglaries,381
Carteretborough,NJ,19025,4209.8,2.88,40268,21.49,8.35,6.58,3.92,burglaries,321
McKinneycity,TX,21283,462.7,2.8,27236,10.3,17.47,5.86,0.15,burglaries,354
Columbiaborough,PA,10701,4299,2.54,23534,17.47,10.77,5.25,1.71,burglaries,91
Perrytownship,OH,17215,1049,2.52,25322,19.99,12.36,5.64,0.07,burglaries,203
Northamptontownship,PA,35406,1322.9,3.19,59285,12.88,1.55,2.76,3.63,burglaries,62
BentonHarborcity,MI,12818,2813.4,2.96,8866,9.58,58,28.94,2.6,burglaries,663
PortHuroncity,MI,33694,4061.5,2.56,21522,15.63,22.12,10.79,0.97,burglaries,354
Carlsbadcity,CA,63126,1617.6,2.53,45739,19.15,6.84,4.81,2.72,burglaries,817
Napacity,CA,61842,3425.8,2.59,35479,22.79,7.73,4.78,1.59,burglaries,491
DiamondBarcity,CA,53672,3433.5,3.18,60651,7.98,3.48,3.55,0.89,burglaries,390
JerseyCitycity,NJ,228537,14826.6,2.77,29054,12.14,18.88,10.83,37.29,burglaries,4190
Conroecity,TX,27610,1272.4,2.76,23634,10.55,18.78,5.87,0.61,burglaries,378
Reddingcity,CA,66462,1252.4,2.55,25828,18.31,14.31,8.74,0.86,burglaries,1073
Templecity,TX,46109,1035.9,2.54,23194,15.93,19.16,6.66,0.09,burglaries,567
UpperGwyneddtownship,PA,12197,1445.4,2.94,56543,13.29,1.28,2.09,3.35,burglaries,30
Doylestowntownship,PA,14510,901.4,3.19,52212,17.38,2.22,2.34,1.99,burglaries,27
Foxboroughtown,MA,14637,703.5,2.78,45405,17.45,4.5,4.97,4.71,burglaries,58
HighlandParkcity,MI,20121,6524.3,2.5,9805,16.65,42.36,31.23,20.94,burglaries,475
Brecksvillecity,OH,11818,581.7,2.77,53396,21.55,2.26,3.78,3.52,burglaries,16
Wilbrahamtown,MA,12635,548.8,2.82,50275,20.24,3.5,4,1.33,burglaries,112
Schertzcity,TX,10555,454.6,2.76,31768,28.61,11.42,5.62,0.09,burglaries,89
NorthRidgevillecity,OH,21564,889.4,3.02,41095,13.7,4.1,4.15,1.06,burglaries,76
Planocity,TX,128713,1875.4,2.9,53905,6.9,3.34,2.88,1.22,burglaries,1319
Saginawtownship,MI,37684,1475.7,2.46,36289,19.49,5.58,5.76,0.08,burglaries,132
BalchSpringscity,TX,17406,2086,3.15,28734,8.11,13.67,5.17,1.05,burglaries,257
Marshfieldtown,MA,21531,730.2,2.85,48986,14.46,3.63,6.62,2.37,burglaries,89
Rosenbergcity,TX,20183,1725.6,2.97,25773,9.75,21.54,6.18,0.08,burglaries,258
Camarillocity,CA,52303,2737.8,2.89,48219,23.42,4.37,3.68,0.22,burglaries,263
Chicocity,CA,40079,1723.7,2.58,19005,10.76,32.03,9.2,1.34,burglaries,601
Vernontownship,NJ,21211,299.6,3.15,50987,11.99,2.93,4.96,1.32,burglaries,105
Sanduskycity,OH,29764,2862.4,2.47,22532,18.77,15.4,8.71,0.29,burglaries,465
Hazlettownship,NJ,21976,3769.2,3.07,50684,18.85,2.61,5.12,12.04,burglaries,69
WestMifflinborough,PA,23644,1611.7,2.45,26867,30.51,9.99,7.39,7.98,burglaries,94
Johnstowncity,PA,28134,4642.6,2.24,14839,26.9,26.94,14.17,4.6,burglaries,296
Gainesvillecity,TX,14256,1021.8,2.5,20364,14.96,21.68,6.56,0.2,burglaries,157
Modestocity,CA,164730,5268.3,2.84,31701,15.08,12.98,8.9,0.9,burglaries,2555
Plainstownship,PA,10988,814.9,2.65,25344,22.83,9.05,6.44,2.17,burglaries,78
Galvestoncity,TX,59070,1235.1,2.45,20825,13.24,24.24,8.93,3.27,burglaries,975
Flinttownship,MI,34081,1387.2,2.45,31394,22.84,9.98,7.05,0.29,burglaries,247
Saratogacity,CA,28061,2262.3,2.79,86674,16.94,1.44,2.86,0.85,burglaries,178
Berkleycity,MI,16960,6235.3,2.57,36693,19.58,3.72,5.12,0.86,burglaries,48
VentnorCitycity,NJ,11005,4955.4,2.3,33120,17.47,6.64,3.35,12.79,burglaries,198
Vacavillecity,CA,71479,3047.4,3.16,40679,19.85,6.09,4.9,1.2,burglaries,563
Rowlettcity,TX,23260,1200.5,3.08,48121,7.2,2.53,3.14,1.23,burglaries,251
Nutleytownship,NJ,27099,7771.9,2.56,43172,17.62,5.04,5.15,8.7,burglaries,198
Donnacity,TX,12652,2764.9,3.84,16922,12.06,38.96,18.14,0.57,burglaries,270
Pittsburghcity,PA,369879,6417.5,2.41,20747,18.81,21.42,9.07,22.57,burglaries,4611
Whitehallborough,PA,14451,4243.8,2.35,34183,25.15,6.66,4.11,13.53,burglaries,9
Cliftoncity,NJ,71742,6124.7,2.47,39905,20.22,4.7,4.71,5.66,burglaries,438
Plymouthtown,MA,45608,456.3,2.87,39886,15.13,5.75,7.16,2.33,burglaries,464
Rosemeadcity,CA,51638,9728.3,3.77,29770,11.88,20.02,8.41,5.62,burglaries,631
Plainviewcity,TX,21700,1608.4,2.94,21433,9.87,22.58,8,0,burglaries,315
Franklintown,MA,22095,797.5,2.98,50679,14.52,2.4,5.23,5.15,burglaries,16
Wilkinsburgborough,PA,21080,8836.4,2.14,22709,18.47,17.28,8.8,28.6,burglaries,344
Pecoscity,TX,12069,1599.8,3.2,19017,6.87,26.74,13.32,5.97,burglaries,107
BattleCreekcity,MI,53540,1207.3,2.5,25306,19.65,18.26,10.22,1.4,burglaries,1172
Warwicktownship,PA,11622,559.7,2.93,41338,10.79,2.69,2.44,0.33,burglaries,2
Westfordtown,MA,16392,516.9,3.08,60566,13.84,1.12,5.41,0.64,burglaries,44
WarrensvilleHeightscity,OH,15745,3797.3,2.46,27893,17.06,10.28,9.34,9.94,burglaries,114
Alvincity,TX,19220,1013.5,2.76,28860,11.4,14.01,4.56,0.31,burglaries,178
Wilmingtoncity,OH,11199,2176.8,2.53,25300,18.57,15.05,6.61,0.56,burglaries,60
PomptonLakesborough,NJ,10539,3428,2.68,48864,18.45,2.07,3.61,3.17,burglaries,38
Amarillocity,TX,157615,1730.1,2.58,24915,12.28,16.77,6.76,0.85,burglaries,2739
Bethlehemcity,PA,18867,4154.3,2.37,30565,25.49,6.09,4.06,1.67,burglaries,533
Coltoncity,CA,40213,2746,2.99,28838,11.28,15.59,9.69,0.62,burglaries,803
Chesterfieldtownship,MI,25905,896.1,2.91,42026,11.84,4.31,5.38,0.29,burglaries,145
LowerMakefieldtownship,PA,25083,1349.9,2.93,69904,13.07,1.8,2.95,7.7,burglaries,107
GardenGrovecity,CA,143050,7697.5,3.21,39882,14.63,10.42,6.21,2.96,burglaries,1759
Bridgewatertownship,NJ,32509,967.1,2.88,63533,14.82,1.62,2.64,2.18,burglaries,101
SanFernandocity,CA,22580,9119.5,4.01,32128,13.04,17.68,9.65,5.34,burglaries,219
Radnortownship,PA,28703,2013.5,2.92,51762,16.64,5.31,3.49,13.16,burglaries,66
Alliancecity,OH,23304,2733.9,2.62,21040,19.97,19.29,11.58,0.15,burglaries,428
Andovertown,MA,29151,907.4,2.8,61070,15.21,2.93,4.05,2.64,burglaries,178
Stocktoncity,CA,210943,3873.4,3.07,26876,15.57,21.37,10.28,2,burglaries,5362
Ferndalecity,MI,25084,6246,2.54,28964,15.39,10.66,6.29,1.64,burglaries,243
Ephrataborough,PA,12133,3253.5,2.48,30907,14.49,5.78,2.28,0.09,burglaries,50
Albioncity,MI,10066,2310.8,2.96,20078,16.94,25.36,12.35,0.27,burglaries,101
Delanocity,CA,22762,2572.6,3.65,21054,10.93,23.66,23.83,0.35,burglaries,435
Eurekacity,CA,27025,2757.7,2.43,21812,18.87,18.66,8.55,1.16,burglaries,610
Escondidocity,CA,108635,2942.1,2.77,32895,16.7,11.21,6.23,2.05,burglaries,1490
ArroyoGrandecity,CA,14378,2451.9,2.51,34796,23.68,8.35,5.14,0.73,burglaries,116
SealBeachcity,CA,25098,2067.4,1.88,32834,30.04,4.83,2.9,1.08,burglaries,224
LakeJacksoncity,TX,22776,1593.2,2.8,46007,13.92,3.43,3.28,0,burglaries,89
Paramountcity,CA,47669,9784.3,3.67,29015,9.78,17.6,9.88,3.53,burglaries,730
Herefordcity,TX,14745,2544,3.07,21120,7.22,27.89,7.7,0,burglaries,124
WestDeptfordtownship,NJ,19380,1176.9,2.62,38410,14.06,5.25,3.88,2.69,burglaries,146
Gardnercity,MA,20125,875.4,2.52,28035,16.95,10.98,9.36,0.32,burglaries,191
Piquacity,OH,20612,2686,2.66,25026,18.16,14.18,7.34,0.27,burglaries,169
SanClementecity,CA,41100,2271.2,2.46,46374,17.09,6.99,3.66,1.11,burglaries,370
Salemcity,MA,38091,4539,2.41,32645,15.92,11.7,7.28,7.36,burglaries,489
Manalapantownship,NJ,26716,842.5,3.15,58028,15.96,2.61,4.36,14.67,burglaries,88
Nederlandcity,TX,16192,3142.9,2.61,33253,16.89,6.69,3.85,0,burglaries,123
Coatesvillecity,PA,11038,5750.2,2.71,24887,22.73,18.19,6.87,4.79,burglaries,110
Calntownship,PA,11997,1322,2.92,41129,14.52,6.69,3.05,2.16,burglaries,68
Milfordtown,MA,25355,1676.4,2.71,38180,15.44,4.45,6.78,0.97,burglaries,56
Arcatacity,CA,15197,1816.1,2.5,18551,12.49,28.12,9.44,1.2,burglaries,169
UnionCitycity,CA,53762,2766.7,3.42,46988,11.33,6.51,4.49,6.89,burglaries,638
Dublincity,OH,16366,891.7,2.96,71996,7.93,1.04,1.32,0.04,burglaries,157
Parsippany-TroyHillstownship,NJ,48478,1958.2,2.64,50475,11.2,2.13,3.11,3.03,burglaries,391
RanchoPalosVerdescity,CA,41659,2942.9,2.79,79797,19.69,3.16,2.33,0.81,burglaries,239
Plainfieldcity,NJ,46567,7442.1,3.07,38463,11.85,12.22,8.65,7.17,burglaries,924
Sandwichtown,MA,15489,347.3,2.79,43500,21.75,4.8,4.36,0.94,burglaries,98
TempleCitycity,CA,31100,7483.2,2.81,38789,16.1,5.56,4.6,2.93,burglaries,305
Hamtramckcity,MI,18372,8412.1,2.32,16751,20.86,28.5,16.36,3.94,burglaries,476
Branchburgtownship,NJ,10888,518.8,2.91,67833,11.64,1.68,3.85,1.91,burglaries,30
EastLongmeadowtown,MA,13367,995,2.86,41372,22.3,2.98,4.41,0.56,burglaries,93
Middlesexborough,NJ,13055,3599.6,2.76,47643,21.3,2.89,3.79,2.16,burglaries,37
Brentwoodborough,PA,10823,7221.1,2.34,27698,22.22,5.74,4.62,18.13,burglaries,33
MissouriCitycity,TX,36176,1505.1,3.13,51984,9.01,3.4,3.34,1.1,burglaries,460
Newarkcity,CA,37861,2617.6,3.15,50471,13.36,5.03,5.3,3.49,burglaries,310
Sunnyvalecity,CA,117229,5167.9,2.43,46403,13.6,4.69,3.96,2.58,burglaries,604
Mahwahtownship,NJ,17905,666.1,2.63,56468,11.66,3.52,3.98,5.52,burglaries,61
Pequannocktownship,NJ,12844,1760.6,3,54935,15.55,1.37,3.62,2.88,burglaries,60
Midlandcity,TX,89443,1311.3,2.7,31544,10.5,14.42,6.24,0.11,burglaries,1126
Voorheestownship,NJ,24559,2043.5,2.7,51679,8.27,3.6,2.43,11.32,burglaries,177
DelRiocity,TX,30705,2007.4,3.24,17394,13.58,38.3,13.78,0.53,burglaries,455
PacificGrovecity,CA,16117,5596.2,2.2,33385,19.64,6.31,3.63,1.75,burglaries,231
SanMarcoscity,TX,28743,1591.5,2.92,14816,8.37,37.13,10.05,2.35,burglaries,303
Mansfieldcity,TX,15607,389.2,3.04,38108,10.05,7.31,5.24,0,burglaries,158
Waxahachiecity,TX,18168,562.6,2.87,24244,12.49,18.55,7.35,0.22,burglaries,365
RohnertParkcity,CA,36326,5470.8,2.71,36097,13.34,8.54,5.31,2.85,burglaries,757
Lewisvillecity,TX,46521,1246.5,2.63,36006,5.86,6.03,3.72,0.18,burglaries,557
Georgetowncity,TX,14842,1065,2.87,25953,13.42,17.94,5.26,0.26,burglaries,123
GardenCitycity,MI,31846,5244.7,2.84,38717,23.9,4.27,5.9,0.26,burglaries,180
Maumeecity,OH,15561,1780.8,2.63,36901,16.96,3.73,4.63,1.02,burglaries,74
Watsonvillecity,CA,31099,5071.6,3.3,27980,16.45,15.3,10.99,1.96,burglaries,399
WestBloomfieldtownship,MI,54516,1926.1,2.84,68654,12.65,1.81,3.49,0.26,burglaries,205
Tenaflyborough,NJ,13326,2789.5,2.82,68742,13.15,3.29,2.69,12.25,burglaries,87
LiveOakcity,TX,10023,2064,2.87,35856,24.69,5.79,4.38,0.29,burglaries,56
Keansburgborough,NJ,11069,9947,2.92,31769,13.38,9.38,11.03,11,burglaries,49
CollegeStationcity,TX,52456,1719.2,2.93,14481,5.52,37.98,5.98,3.98,burglaries,405
Westwoodtown,MA,12557,1104.7,2.83,58559,20.86,2.28,5.03,7.52,burglaries,51
Plymouthtownship,MI,23648,1433.9,2.68,53768,18.35,1.44,3.91,0.25,burglaries,51
Borgercity,TX,15675,1748.7,2.59,26111,18.72,15.02,7.4,0,burglaries,91
Dunmoreborough,PA,15403,1700.3,2.57,25927,20.57,10.84,4.21,1.93,burglaries,30
Ecorsecity,MI,12180,4356.2,2.67,18956,19.94,26.86,15.73,2.94,burglaries,158
Woburncity,MA,35943,2735.6,2.67,42679,17.83,5.1,5.7,3.86,burglaries,269
Cerescity,CA,26314,4562.1,3.07,30876,12.95,15.5,10.04,0.3,burglaries,455
CorpusChristicity,TX,257453,1841.2,2.88,25773,14.11,20,8.27,1.86,burglaries,4600
Petalumacity,CA,43184,3386.4,2.69,40926,17.64,4.16,3.86,4.26,burglaries,407
OceanCitycity,NJ,15512,2164.1,2.19,32018,23.76,6.59,4.64,2.8,burglaries,410
Emmausborough,PA,11157,3726.5,2.39,33410,21.02,4.23,4.85,0.9,burglaries,45
BaldwinParkcity,CA,69330,10147.8,4.17,32684,10.35,15.69,8.45,4.11,burglaries,1144
Riversidecity,CA,226505,2814.4,3,34801,15.42,11.94,6.91,1.58,burglaries,4975
Pembertontownship,NJ,31342,489.9,3.12,35460,22.78,7.05,5.5,1.11,burglaries,323
LittleFallstownship,NJ,11294,3962.3,2.66,44970,17.39,2.83,3.97,6.07,burglaries,70
Loraincity,OH,71245,2859,2.72,24123,21.78,19.85,9.32,0.71,burglaries,718
Mansfieldcity,OH,50627,1749.7,2.51,22591,18.4,17.83,8.76,1.27,burglaries,1265
Hurontownship,MI,10447,283.4,2.97,41806,16.53,4.48,6.95,0,burglaries,91
WestNewYorktown,NJ,38125,36199.2,2.64,26361,10.45,16.4,8.59,25.05,burglaries,599
ElmwoodParkborough,NJ,17623,6408.4,2.61,38248,18.58,3.11,5.05,4.69,burglaries,82
Stroudtownship,PA,10600,327.8,2.66,39690,16.76,3.86,4.77,2.26,burglaries,45
SevenHillscity,OH,12339,2394.1,2.72,42240,31.21,1.93,4.43,2.54,burglaries,20
Westontown,MA,10200,578.6,3.04,95134,11.96,3.6,3.62,7.26,burglaries,39
Nilestownship,MI,12828,328.5,2.7,28745,17.27,7.62,7.56,0.24,burglaries,51
Delawarecity,OH,20030,1852,2.81,28975,14.83,9.8,4.32,0.35,burglaries,202
Staffordtownship,NJ,13325,270.3,2.61,31689,25.7,7.72,6.23,0.92,burglaries,109
NorthReadingtown,MA,12002,873.9,2.95,52707,14.91,2.09,5.44,2.55,burglaries,38
Westminstercity,CA,78118,7508.5,3.12,41364,16.01,11.44,5.72,2.04,burglaries,1208
Vernoncity,TX,12001,1436.2,2.62,20396,13.36,19.59,5.61,0.29,burglaries,262
Chinocity,CA,59682,3379.5,3.82,41958,10.64,7.36,5.53,0.53,burglaries,798
Ludlowtown,MA,18820,669.1,2.71,36247,19.59,4,4.75,0.2,burglaries,135
Randolphtownship,NJ,19974,919.5,2.88,64403,11.69,2.64,3.32,1.93,burglaries,53
LaMesacity,CA,52931,5541.4,2.28,31171,20.2,9.24,4.93,2.79,burglaries,679
Montebellocity,CA,59564,6964.9,3.2,31441,12.72,14,6.73,5.98,burglaries,565
Shrewsburytown,MA,24146,1124.1,2.6,44248,16.61,3.76,4.95,0.54,burglaries,157
Dartmouthtown,MA,27244,427.4,2.96,35138,18.34,5.74,7.85,0.78,burglaries,263
Carpinteriacity,CA,13747,4902.6,2.78,34827,12.95,5.92,3.75,2.94,burglaries,126
Salinascity,CA,108777,5637.3,3.26,31271,15.22,15.58,10.81,2.28,burglaries,1327
PalisadesParkborough,NJ,14536,11613.9,2.52,36019,12.49,7.7,5.45,16.57,burglaries,60
Plainsborotownship,NJ,14213,1141.9,2.08,46915,3.46,1.54,3.39,9.49,burglaries,74
Saginawcity,MI,69512,3846.4,2.66,17736,18.68,31.72,17.82,1.63,burglaries,1817
Vallejocity,CA,109199,3488.3,2.92,36605,22.12,8.48,6.55,3.7,burglaries,1802
ElCampocity,TX,10511,1777.9,2.76,21049,10.22,22.09,8.12,0,burglaries,138
Lancastercity,CA,97291,1057.6,2.96,38388,16.21,9.9,6.94,1.04,burglaries,1370
SanBenitocity,TX,20125,2144.6,3.49,16553,12.15,36.8,13.89,0.32,burglaries,251
Cantontown,MA,18530,944.5,2.81,53492,18.57,2.39,5,9.12,burglaries,108
Polandtownship,OH,13993,639.9,2.81,36132,24.45,4.05,4.29,0,burglaries,26
Tylercity,TX,75450,1836.7,2.57,23661,13.93,19.53,8.08,0.33,burglaries,1797
Burbankcity,CA,93643,5210.5,2.38,35959,13.88,8.32,5.12,3.23,burglaries,665
Uplandcity,CA,63374,4053.1,2.75,41965,13.16,7.77,5.19,0.96,burglaries,1415
Girardcity,OH,11304,2265.9,2.43,23999,25.16,12.06,7.86,0.37,burglaries,51
Brownstowntownship,MI,18811,808.6,2.93,38186,9.81,10.85,7.37,0.21,burglaries,146
Weehawkentownship,NJ,12385,14029.2,2.45,34716,10.77,9.56,8.2,37.01,burglaries,167
Berwickborough,PA,10976,3421.4,2.38,20423,22.63,10.64,9.13,0.24,burglaries,43
ChulaVistacity,CA,135163,4500.6,2.83,32012,21.27,9.8,6.08,4.49,burglaries,1895
Victorvillecity,CA,40674,938.5,2.86,28698,20.34,14.82,9.95,0.18,burglaries,1026
AsburyParkcity,NJ,16799,11323.1,2.44,20754,13.68,23.33,11.82,8.57,burglaries,221
Bournetown,MA,16064,379.1,2.72,34159,20.07,6.7,6.19,1.49,burglaries,212
Naticktown,MA,30510,1952,2.54,49229,15.38,3.15,4.73,7.12,burglaries,126
Levellandcity,TX,13986,1368.5,3.01,23497,7.07,19.4,6.83,0.33,burglaries,62
Clevelandcity,OH,505616,6336.3,2.53,17822,16.83,28.67,14,14.25,burglaries,8031
SantaClaracity,CA,93613,4937.4,2.56,44707,13.36,6.23,4.43,2.44,burglaries,835
SantaAnacity,CA,293742,10468.4,4.1,35162,10.53,18.15,8.52,8.61,burglaries,2950
Sharontown,MA,15517,642.6,2.96,61692,12.44,3.91,4.59,10.34,burglaries,37
Temeculacity,CA,27099,990,2.97,44270,14.19,4.91,4.34,0,burglaries,406
Barstowcity,CA,21472,904.6,2.81,28289,18.49,14.36,9.13,1.25,burglaries,447
HuberHeightscity,OH,38686,1809.9,2.86,37900,19.85,4.33,4.59,1.67,burglaries,227
Carrolltoncity,TX,82169,2281.5,2.7,45787,5.86,4.52,3.85,1.44,burglaries,831
Tularecity,CA,33249,2253.3,3.06,24686,12.26,21.36,9.11,0.21,burglaries,574
Readingtontownship,NJ,13400,271.6,2.91,62548,11.22,1.49,2.68,1.13,burglaries,23
BedfordHeightscity,OH,12131,2580.4,2.27,28873,16.87,6.78,5.8,4.64,burglaries,63
Hillsboroughtown,CA,10667,1655.3,2.94,123625,16.29,4.22,2.52,3.89,burglaries,29
HuntingtonParkcity,CA,56065,17742.1,4.03,23595,8.75,24.28,12.78,14.25,burglaries,604
NewMilfordborough,NJ,15990,6673.6,2.59,44600,16.49,2.2,5.73,8.8,burglaries,73
Middletowncity,OH,45991,2201.1,2.51,25735,20.94,15.44,7.84,0.82,burglaries,612
Springfieldtownship,NJ,13420,2514.4,2.32,48647,17.03,2.58,3.55,6.08,burglaries,40
CherryHilltownship,NJ,69348,2760,2.83,54432,16.77,2.52,3.16,6.99,burglaries,612
Tauntoncity,MA,49832,1031.9,2.64,32315,16.81,8.33,8.8,1.92,burglaries,528
UniversityParkcity,TX,22259,5766.6,2.63,53614,10.67,6.78,2.81,1.44,burglaries,77
LaQuintacity,CA,11215,444.3,2.85,39572,13.2,6.46,6.12,0.86,burglaries,429
Walpoletown,MA,20212,950.2,2.98,51242,17.33,2.54,4.78,6.92,burglaries,79
Thomastownship,MI,10971,336,2.9,40330,16.35,4.86,5.07,0.1,burglaries,45
Holbrooktown,MA,11041,1449.3,2.8,37775,16.8,6.1,7.67,7.44,burglaries,90
Whitehalltownship,PA,22779,1754,2.44,33214,21.54,5.2,4.19,0.94,burglaries,162
Marbleheadtown,MA,19971,4254.9,2.43,53333,15.51,3.34,3.37,6.87,burglaries,111
SantaClaritacity,CA,110642,2638.4,2.88,52970,10.68,3.71,3.51,0.69,burglaries,886
EastNorritontownship,PA,13324,2118.1,2.68,47026,18.93,1.79,2.03,1.42,burglaries,40
Yorktownship,PA,19231,729,2.48,37058,17.08,3.3,2.43,0.24,burglaries,105
Neptunetownship,NJ,28148,3312.8,2.71,37911,21.81,7.79,5.76,2.51,burglaries,642
VanBurentownship,MI,21010,598.1,2.66,37987,12.21,7.15,6.34,0.09,burglaries,118
NetherProvidencetownship,PA,13229,2708.6,2.75,52780,19.02,2.96,2,7.29,burglaries,35
Richardsoncity,TX,74840,2556.7,2.75,50240,11.36,4.42,3.88,1.95,burglaries,928
Ukiahcity,CA,14599,2977,2.58,24402,17.08,13.3,7.2,0.31,burglaries,232
ShakerHeightscity,OH,30831,4741.8,2.44,51128,15.54,3.45,3.94,9.36,burglaries,443
Rosevillecity,MI,51412,5054.3,2.63,32337,21.17,6.19,7.54,0.94,burglaries,309
Dedhamtown,MA,23782,2196.4,2.8,45687,18.55,4.69,5.41,7.64,burglaries,75
EastBridgewatertown,MA,11104,621.6,3.09,42614,13.36,3.89,7.25,1.4,burglaries,81
Pasadenacity,TX,119363,2632.4,2.84,28729,12.42,14.15,7.38,0.38,burglaries,1701
EastLansingcity,MI,50677,5152.2,3.75,24716,9.02,33.77,7.57,3.2,burglaries,252
Hopatcongborough,NJ,15586,1377.3,2.92,48203,12.11,3.24,4.55,1.85,burglaries,55
FlowerMoundtown,TX,15527,467.9,3.09,53693,5.67,1.08,3.54,0.34,burglaries,123
Lafayettecity,CA,23501,1492.3,2.62,64806,17.18,4.16,2.24,12.66,burglaries,192
Wilmingtontown,MA,17651,993.9,3.18,52189,18.67,2.41,6.12,3.06,burglaries,150
SanDimascity,CA,32397,2015.2,2.96,50268,12.22,5.44,3.42,1.36,burglaries,322
Burtoncity,MI,27617,1135,2.64,29961,22.58,14.28,12.1,0.1,burglaries,272
Rockawaytownship,NJ,19572,448,2.83,56713,14.57,2.12,3.27,2.31,burglaries,89
PalmDesertcity,CA,23252,1177.7,2.19,37315,19.23,7.11,4.13,0.74,burglaries,888
Phoenixvilleborough,PA,15066,4062.2,2.4,31848,17.96,5.36,3.76,1.73,burglaries,63
Princetontownship,NJ,13198,777.1,2.55,62288,15.61,5.84,3.58,7.74,burglaries,69
Herculescity,CA,16829,2933.9,3.17,56098,8.85,2.1,4.37,6.35,burglaries,93
Wyckofftownship,NJ,15372,2265.3,3.04,75905,17.82,1.82,2.25,6.57,burglaries,58
LittleEggHarbortownship,NJ,13333,262,2.69,33961,22.74,4.36,7.85,1.73,burglaries,135
Teanecktownship,NJ,37825,6031.5,2.91,56598,14.24,3.51,4.72,15.82,burglaries,247
Edinburgcity,TX,29885,2043.6,3.53,18956,7.38,33.78,12.69,0.23,burglaries,452
PortHuenemecity,CA,20319,4428.7,3.02,33554,18.63,8.82,4.9,1.19,burglaries,159
Hammontontown,NJ,12208,285.6,2.77,34450,18.34,6.16,4.66,2,burglaries,135
WestMilfordtownship,NJ,25430,325.4,3.03,52734,10.2,4.67,4.49,2.46,burglaries,123
FallRivercity,MA,92703,2884.7,2.49,22452,17.42,14.28,9.93,1.96,burglaries,334
EggHarbortownship,NJ,24544,352.1,2.71,37594,11.91,4.58,4.51,1.76,burglaries,320
Lawndalecity,CA,27331,13345.2,2.96,34552,8.9,13.07,7.5,3.7,burglaries,438
Weatherfordcity,TX,14804,876.4,2.6,25208,15.54,15.45,5.21,0.47,burglaries,129
Manvilleborough,NJ,10567,4109.8,2.57,37664,25.96,4.33,4.13,1.22,burglaries,18
Mercedcity,CA,56216,3365.4,3.07,24727,14.41,25.06,9.99,0.59,burglaries,1376
Yucaipacity,CA,32824,1195.2,2.46,27182,23.56,7.56,5.18,0.12,burglaries,628
Beevillecity,TX,13547,2142.2,2.89,19899,10.29,30.32,12.12,0,burglaries,192
WestSacramentocity,CA,28898,1331,2.61,23287,17.29,18.5,9.27,1.39,burglaries,791
